Date,Vendor,Vendor Location,Spend Category,"""Spend Amount $""",Index,Spend Amount
9/30/2018 12:00:00 AM,Vanstar,New York,Consulting,Spend Amount $,11578,367.590708012
9/30/2018 12:00:00 AM,Vanstar,New York,Gas,Spend Amount $,11579,13.228504223
9/30/2018 12:00:00 AM,Vanstar,New York,Licenses,Spend Amount $,11580,303.500777321
9/30/2018 12:00:00 AM,Vanstar,New York,People Expenses,Spend Amount $,11581,245.136321417
9/30/2018 12:00:00 AM,Vanstar,New York,Raw Material,Spend Amount $,11582,1152.904862204
9/30/2018 12:00:00 AM,Vanstar,New York,Wages,Spend Amount $,11583,149.912222222
10/1/2018 12:00:00 AM,C & C Design,Alabama,Licenses,Spend Amount $,11584,214.452685418
10/1/2018 12:00:00 AM,C & C Design,Alabama,Marketing,Spend Amount $,11585,85.792101414
10/1/2018 12:00:00 AM,Hetrick Systems,Kansas,Marketing,Spend Amount $,11586,2277.042073948
10/1/2018 12:00:00 AM,Karsing,Texas,Cars,Spend Amount $,11587,12.567567568
10/1/2018 12:00:00 AM,Karsing,Texas,Gas,Spend Amount $,11588,1146.573293973
10/1/2018 12:00:00 AM,Karsing,Texas,Licenses,Spend Amount $,11589,1482.969923581
10/1/2018 12:00:00 AM,Karsing,Texas,Raw Material,Spend Amount $,11590,8663.824149408
10/1/2018 12:00:00 AM,MATRIX,Minnesota,Cars,Spend Amount $,11591,1.460526316
10/1/2018 12:00:00 AM,MATRIX,Minnesota,People Expenses,Spend Amount $,11592,67.314814815
10/1/2018 12:00:00 AM,MATRIX,Minnesota,Raw Material,Spend Amount $,11593,607.462913611
10/1/2018 12:00:00 AM,MATRIX,Minnesota,Wages,Spend Amount $,11594,518.205511516
10/1/2018 12:00:00 AM,Paracel,Texas,People Expenses,Spend Amount $,11595,178.329625949
10/1/2018 12:00:00 AM,Pinnacle Micro,Minnesota,Distribution,Spend Amount $,11596,95.694444444
10/1/2018 12:00:00 AM,Pinnacle Micro,Minnesota,People Expenses,Spend Amount $,11597,1083.977062878
10/1/2018 12:00:00 AM,Pinnacle Micro,Minnesota,Wages,Spend Amount $,11598,154.072467038
10/1/2018 12:00:00 AM,Ra Co Amo,New York,Licenses,Spend Amount $,11599,205.136695545
10/1/2018 12:00:00 AM,Ready-to-Run,Minnesota,Marketing,Spend Amount $,11600,38.608470201
10/1/2018 12:00:00 AM,Satronix,Nevada,Administration,Spend Amount $,11601,1180.533333333
10/1/2018 12:00:00 AM,Satronix,Nevada,Infrastructure,Spend Amount $,11602,924.981356842
10/1/2018 12:00:00 AM,Satronix,Nevada,Licenses,Spend Amount $,11603,742.749748246
10/1/2018 12:00:00 AM,Satronix,Nevada,Raw Material,Spend Amount $,11604,1531.819043752
10/1/2018 12:00:00 AM,Sifton Properties Limited,Minnesota,Administration,Spend Amount $,11605,24518.769230769
10/1/2018 12:00:00 AM,Sifton Properties Limited,Minnesota,Cars,Spend Amount $,11606,20090
10/1/2018 12:00:00 AM,Sifton Properties Limited,Minnesota,Electricity,Spend Amount $,11607,31948.545919346
10/1/2018 12:00:00 AM,Sifton Properties Limited,Minnesota,Infrastructure,Spend Amount $,11608,15410.674307185
10/1/2018 12:00:00 AM,Sifton Properties Limited,Minnesota,Licenses,Spend Amount $,11609,37608.216274874
10/1/2018 12:00:00 AM,Sifton Properties Limited,Minnesota,Marketing,Spend Amount $,11610,29125.993485342
10/1/2018 12:00:00 AM,Sifton Properties Limited,Minnesota,Outsourcing,Spend Amount $,11611,18859.528170013
10/1/2018 12:00:00 AM,Sifton Properties Limited,Minnesota,People Expenses,Spend Amount $,11612,26215.291314827
10/1/2018 12:00:00 AM,Sifton Properties Limited,Minnesota,Raw Material,Spend Amount $,11613,211942.118001921
10/1/2018 12:00:00 AM,Sifton Properties Limited,Minnesota,Wages,Spend Amount $,11614,50114.841937626
10/1/2018 12:00:00 AM,SignatureFactory,Minnesota,Licenses,Spend Amount $,11615,19394.167478092
10/1/2018 12:00:00 AM,Tao Group,Texas,Administration,Spend Amount $,11616,145.089782585
10/1/2018 12:00:00 AM,Vanstar,New York,Buy- Products,Spend Amount $,11617,1312.161068466
10/1/2018 12:00:00 AM,Vanstar,New York,Cars,Spend Amount $,11618,27.902777778
10/1/2018 12:00:00 AM,Vanstar,New York,Consulting,Spend Amount $,11619,497.870869414
10/1/2018 12:00:00 AM,Vanstar,New York,Gas,Spend Amount $,11620,36.998368679
10/1/2018 12:00:00 AM,Vanstar,New York,Infrastructure,Spend Amount $,11621,231.899465418
10/1/2018 12:00:00 AM,Vanstar,New York,Marketing,Spend Amount $,11622,566.349104333
10/1/2018 12:00:00 AM,Vanstar,New York,Raw Material,Spend Amount $,11623,95.771832668
10/1/2018 12:00:00 AM,Vanstar,New York,Wages,Spend Amount $,11624,538.758937032
10/4/2018 12:00:00 AM,Aaron D. Meyer & Associates,Alabama,Raw Material,Spend Amount $,11625,26428.854679327
10/4/2018 12:00:00 AM,C & C Design,Alabama,Electricity,Spend Amount $,11626,127.130061047
10/4/2018 12:00:00 AM,Caribian Specialties,Alabama,Buy- Products,Spend Amount $,11627,2288.128183510
10/4/2018 12:00:00 AM,Caribian Specialties,Alabama,Wages,Spend Amount $,11628,2158.568346606
10/4/2018 12:00:00 AM,Ethyl Corporation,Texas,Raw Material,Spend Amount $,11629,1066.639998696
10/4/2018 12:00:00 AM,K.C. Irving,Texas,Licenses,Spend Amount $,11630,14275.402794930
10/4/2018 12:00:00 AM,K.C. Irving,Texas,People Expenses,Spend Amount $,11631,1686.973429519
10/4/2018 12:00:00 AM,K.C. Irving,Texas,Raw Material,Spend Amount $,11632,2317.226710231
10/4/2018 12:00:00 AM,LiveWire BBS and Favourite Links,New York,Administration,Spend Amount $,11633,162.670375066
10/4/2018 12:00:00 AM,Paracel,Texas,People Expenses,Spend Amount $,11634,250.090255377
10/4/2018 12:00:00 AM,R.J. Matter & Associates,Nevada,Outsourcing,Spend Amount $,11635,537.853570179
10/4/2018 12:00:00 AM,R.J. Matter & Associates,Nevada,Wages,Spend Amount $,11636,278.229286058
10/4/2018 12:00:00 AM,Ready-to-Run,Minnesota,Marketing,Spend Amount $,11637,17.868314517
10/4/2018 12:00:00 AM,Ready-to-Run,Minnesota,Wages,Spend Amount $,11638,117.3
10/4/2018 12:00:00 AM,Renegade info Crew,Montana,Wages,Spend Amount $,11639,654.123711340
10/4/2018 12:00:00 AM,RFI Corporation,Montana,Gas,Spend Amount $,11640,784.060750736
10/4/2018 12:00:00 AM,Sifton Properties Limited,Minnesota,Cars,Spend Amount $,11641,20090
10/4/2018 12:00:00 AM,Sifton Properties Limited,Minnesota,Marketing,Spend Amount $,11642,48341.863151256
10/4/2018 12:00:00 AM,Sifton Properties Limited,Minnesota,Wages,Spend Amount $,11643,4468
10/4/2018 12:00:00 AM,SignatureFactory,Minnesota,Buy- Products,Spend Amount $,11644,410521.357099666
10/4/2018 12:00:00 AM,SignatureFactory,Minnesota,Gas,Spend Amount $,11645,22246.948465926
10/4/2018 12:00:00 AM,SignatureFactory,Minnesota,People Expenses,Spend Amount $,11646,148497.554248481
10/4/2018 12:00:00 AM,SignatureFactory,Minnesota,Raw Material,Spend Amount $,11647,286716.341780928
10/4/2018 12:00:00 AM,SignatureFactory,Minnesota,Wages,Spend Amount $,11648,20822.845360825
10/4/2018 12:00:00 AM,Time Warner,New York,Consulting,Spend Amount $,11649,38.508986104
10/4/2018 12:00:00 AM,Time Warner,New York,Wages,Spend Amount $,11650,61.023551330
10/4/2018 12:00:00 AM,Vanstar,New York,Administration,Spend Amount $,11651,101.003077041
10/4/2018 12:00:00 AM,Vanstar,New York,Cars,Spend Amount $,11652,267.285898512
10/4/2018 12:00:00 AM,Vanstar,New York,Infrastructure,Spend Amount $,11653,53.408363536
10/4/2018 12:00:00 AM,Vanstar,New York,Marketing,Spend Amount $,11654,1363.711568766
10/4/2018 12:00:00 AM,Vanstar,New York,Outsourcing,Spend Amount $,11655,321.103428560
10/4/2018 12:00:00 AM,Vanstar,New York,People Expenses,Spend Amount $,11656,961.644968625
10/4/2018 12:00:00 AM,Vanstar,New York,Wages,Spend Amount $,11657,314.111111111
10/5/2018 12:00:00 AM,C & C Design,Alabama,Administration,Spend Amount $,11658,147.566666667
10/5/2018 12:00:00 AM,C & C Design,Alabama,Electricity,Spend Amount $,11659,113.498788697
10/5/2018 12:00:00 AM,Dayton Malleable Inc.,Kansas,Licenses,Spend Amount $,11660,44.599502018
10/5/2018 12:00:00 AM,IBVA,New York,Buy- Products,Spend Amount $,11661,6.5390625
10/5/2018 12:00:00 AM,IBVA,New York,Licenses,Spend Amount $,11662,22.470077068
10/5/2018 12:00:00 AM,IBVA,New York,People Expenses,Spend Amount $,11663,72.786440320
10/5/2018 12:00:00 AM,J. S. Lee Associates,New York,Consulting,Spend Amount $,11664,143.608247423
10/5/2018 12:00:00 AM,J. S. Lee Associates,New York,Raw Material,Spend Amount $,11665,1800.704691339
10/5/2018 12:00:00 AM,K.C. Irving,Texas,Raw Material,Spend Amount $,11666,1982.333671349
10/5/2018 12:00:00 AM,Laker Airways,New York,Cars,Spend Amount $,11667,1.26
10/5/2018 12:00:00 AM,Laker Airways,New York,People Expenses,Spend Amount $,11668,19.129768526
10/5/2018 12:00:00 AM,MATRIX,Minnesota,Wages,Spend Amount $,11669,409.134209485
10/5/2018 12:00:00 AM,PacificServ,Texas,People Expenses,Spend Amount $,11670,683.095881007
10/5/2018 12:00:00 AM,Ready-to-Run,Minnesota,Wages,Spend Amount $,11671,92.428447411
10/5/2018 12:00:00 AM,Remedy,Montana,Buy- Products,Spend Amount $,11672,21.332530062
10/5/2018 12:00:00 AM,Remedy,Montana,Cars,Spend Amount $,11673,260.736978540
10/5/2018 12:00:00 AM,Remedy,Montana,Consulting,Spend Amount $,11674,30.190319355
10/5/2018 12:00:00 AM,Remedy,Montana,Electricity,Spend Amount $,11675,205.094201531
10/5/2018 12:00:00 AM,Remedy,Montana,Gas,Spend Amount $,11676,102.264705882
10/5/2018 12:00:00 AM,Remedy,Montana,Licenses,Spend Amount $,11677,88.720138889
10/5/2018 12:00:00 AM,Remedy,Montana,Marketing,Spend Amount $,11678,52.283255645
10/5/2018 12:00:00 AM,Remedy,Montana,People Expenses,Spend Amount $,11679,96.952228757
10/5/2018 12:00:00 AM,Remedy,Montana,Raw Material,Spend Amount $,11680,100.710092598
10/5/2018 12:00:00 AM,Remedy,Montana,Wages,Spend Amount $,11681,335.133477066
10/5/2018 12:00:00 AM,ScotGold Products,Minnesota,Administration,Spend Amount $,11682,30633.915238466
10/5/2018 12:00:00 AM,ScotGold Products,Minnesota,Buy- Products,Spend Amount $,11683,42598.410382340
10/5/2018 12:00:00 AM,ScotGold Products,Minnesota,Cars,Spend Amount $,11684,6027
10/5/2018 12:00:00 AM,ScotGold Products,Minnesota,Consulting,Spend Amount $,11685,5132.4
10/5/2018 12:00:00 AM,ScotGold Products,Minnesota,Marketing,Spend Amount $,11686,5006.578368596
10/5/2018 12:00:00 AM,ScotGold Products,Minnesota,Outsourcing,Spend Amount $,11687,21342.875247699
10/5/2018 12:00:00 AM,ScotGold Products,Minnesota,People Expenses,Spend Amount $,11688,13414.201380243
10/5/2018 12:00:00 AM,ScotGold Products,Minnesota,Travel,Spend Amount $,11689,3625.639758722
10/5/2018 12:00:00 AM,ScotGold Products,Minnesota,Wages,Spend Amount $,11690,13846.137687519
10/5/2018 12:00:00 AM,Sifton Properties Limited,Minnesota,Licenses,Spend Amount $,11691,2003.478260870
10/5/2018 12:00:00 AM,Sifton Properties Limited,Minnesota,Logistics,Spend Amount $,11692,3235.113418967
10/5/2018 12:00:00 AM,Sifton Properties Limited,Minnesota,Marketing,Spend Amount $,11693,4738.424750152
10/5/2018 12:00:00 AM,Sifton Properties Limited,Minnesota,Wages,Spend Amount $,11694,4193.298334966
10/5/2018 12:00:00 AM,Vanstar,New York,Administration,Spend Amount $,11695,9.430124154
10/5/2018 12:00:00 AM,Vanstar,New York,Electricity,Spend Amount $,11696,169.000534222
10/5/2018 12:00:00 AM,Xilinx,Texas,Licenses,Spend Amount $,11697,766.529136117
10/6/2018 12:00:00 AM,C & C Design,Alabama,Marketing,Spend Amount $,11698,23.629759664
10/6/2018 12:00:00 AM,C & C Design,Alabama,Wages,Spend Amount $,11699,79.237376720
10/6/2018 12:00:00 AM,CAF Systemhaus,Alabama,Raw Material,Spend Amount $,11700,511.914258189
10/6/2018 12:00:00 AM,Caribian Specialties,Alabama,Wages,Spend Amount $,11701,15977.807615431
10/6/2018 12:00:00 AM,Ethyl Corporation,Texas,Marketing,Spend Amount $,11702,32.253821967
10/6/2018 12:00:00 AM,Hetrick Systems,Kansas,Marketing,Spend Amount $,11703,1972.986355952
10/6/2018 12:00:00 AM,Homebound,Texas,Buy- Products,Spend Amount $,11704,792.336008347
10/6/2018 12:00:00 AM,Homebound,Texas,Cars,Spend Amount $,11705,6.596365280
10/6/2018 12:00:00 AM,Homebound,Texas,Distribution,Spend Amount $,11706,140.081448168
10/6/2018 12:00:00 AM,Homebound,Texas,Gas,Spend Amount $,11707,204.959034795
10/6/2018 12:00:00 AM,Homebound,Texas,Infrastructure,Spend Amount $,11708,397.930735278
10/6/2018 12:00:00 AM,Homebound,Texas,Licenses,Spend Amount $,11709,977.110281510
10/6/2018 12:00:00 AM,Homebound,Texas,Marketing,Spend Amount $,11710,961.881889449
10/6/2018 12:00:00 AM,Homebound,Texas,People Expenses,Spend Amount $,11711,816.615660099
10/6/2018 12:00:00 AM,Homebound,Texas,Raw Material,Spend Amount $,11712,2576.391646267
10/6/2018 12:00:00 AM,Homebound,Texas,Travel,Spend Amount $,11713,88.611111433
10/6/2018 12:00:00 AM,Homebound,Texas,Wages,Spend Amount $,11714,541.596026356
10/6/2018 12:00:00 AM,IBVA,New York,Marketing,Spend Amount $,11715,156.961264853
10/6/2018 12:00:00 AM,IBVA,New York,Wages,Spend Amount $,11716,138.038961039
10/6/2018 12:00:00 AM,Livermore Laboratories (LSLI),New York,Licenses,Spend Amount $,11717,457.617761595
10/6/2018 12:00:00 AM,Pace,New York,Distribution,Spend Amount $,11718,174.518642262
10/6/2018 12:00:00 AM,Pace,New York,Outsourcing,Spend Amount $,11719,198.285542169
10/6/2018 12:00:00 AM,Pace,New York,Wages,Spend Amount $,11720,126.615492773
10/6/2018 12:00:00 AM,Paracel,Texas,Gas,Spend Amount $,11721,1470.185810811
10/6/2018 12:00:00 AM,Paracel,Texas,Marketing,Spend Amount $,11722,765.403224277
10/6/2018 12:00:00 AM,Paracel,Texas,People Expenses,Spend Amount $,11723,1733.639684676
10/6/2018 12:00:00 AM,Pinnacle Micro,Minnesota,Distribution,Spend Amount $,11724,123.230677315
10/6/2018 12:00:00 AM,Pinnacle Micro,Minnesota,Licenses,Spend Amount $,11725,264.447530864
10/6/2018 12:00:00 AM,Pinnacle Micro,Minnesota,Wages,Spend Amount $,11726,249.966879543
10/6/2018 12:00:00 AM,Ready-to-Run,Minnesota,Licenses,Spend Amount $,11727,44.631704169
10/6/2018 12:00:00 AM,Remedy,Montana,Licenses,Spend Amount $,11728,53.182111111
10/6/2018 12:00:00 AM,Salamander Junction,Texas,Gas,Spend Amount $,11729,872.761732848
10/6/2018 12:00:00 AM,Satronix,Nevada,Licenses,Spend Amount $,11730,1091.272300892
10/6/2018 12:00:00 AM,Satronix,Nevada,People Expenses,Spend Amount $,11731,905.566858947
10/6/2018 12:00:00 AM,Sifton Properties Limited,Minnesota,Cars,Spend Amount $,11732,20090
10/6/2018 12:00:00 AM,Stone Consolidated Corporation,Texas,Buy- Products,Spend Amount $,11733,403.044173516
10/6/2018 12:00:00 AM,Stone Consolidated Corporation,Texas,Consulting,Spend Amount $,11734,305.963769375
10/6/2018 12:00:00 AM,Stone Consolidated Corporation,Texas,Electricity,Spend Amount $,11735,656.091861523
10/6/2018 12:00:00 AM,Stone Consolidated Corporation,Texas,Gas,Spend Amount $,11736,4342.152825701
10/6/2018 12:00:00 AM,Stone Consolidated Corporation,Texas,Licenses,Spend Amount $,11737,6356.466173339
10/6/2018 12:00:00 AM,Stone Consolidated Corporation,Texas,Marketing,Spend Amount $,11738,298.811977332
10/6/2018 12:00:00 AM,Stone Consolidated Corporation,Texas,People Expenses,Spend Amount $,11739,901.987957040
10/6/2018 12:00:00 AM,Stone Consolidated Corporation,Texas,Raw Material,Spend Amount $,11740,1602.063758345
10/6/2018 12:00:00 AM,Stone Consolidated Corporation,Texas,Wages,Spend Amount $,11741,424.225145896
10/6/2018 12:00:00 AM,Tao Group,Texas,Marketing,Spend Amount $,11742,2.669023525
10/6/2018 12:00:00 AM,Teca-Print,New York,Marketing,Spend Amount $,11743,102.617209046
10/6/2018 12:00:00 AM,Vanstar,New York,Buy- Products,Spend Amount $,11744,580.010221486
10/6/2018 12:00:00 AM,Vanstar,New York,Consulting,Spend Amount $,11745,575.199434173
10/6/2018 12:00:00 AM,Vanstar,New York,Electricity,Spend Amount $,11746,163.693471841
10/6/2018 12:00:00 AM,Vanstar,New York,Gas,Spend Amount $,11747,456.010871281
10/6/2018 12:00:00 AM,Vanstar,New York,Marketing,Spend Amount $,11748,679.896477392
10/6/2018 12:00:00 AM,Vanstar,New York,People Expenses,Spend Amount $,11749,42.593709242
10/6/2018 12:00:00 AM,Vanstar,New York,Travel,Spend Amount $,11750,266.130658896
10/6/2018 12:00:00 AM,Vanstar,New York,Wages,Spend Amount $,11751,215.090597453
10/6/2018 12:00:00 AM,Watcom International,Texas,Administration,Spend Amount $,11752,49.95
10/6/2018 12:00:00 AM,Watcom International,Texas,Licenses,Spend Amount $,11753,87.544659902
10/6/2018 12:00:00 AM,Watcom International,Texas,Marketing,Spend Amount $,11754,38.713113113
10/6/2018 12:00:00 AM,Watcom International,Texas,Raw Material,Spend Amount $,11755,316.150555240
10/6/2018 12:00:00 AM,Watcom International,Texas,Wages,Spend Amount $,11756,58.246649007
10/7/2018 12:00:00 AM,Clearout,New York,Marketing,Spend Amount $,11757,1374.033250673
10/7/2018 12:00:00 AM,Clearout,New York,Wages,Spend Amount $,11758,471.8208
10/7/2018 12:00:00 AM,IBVA,New York,Marketing,Spend Amount $,11759,34.141304348
10/7/2018 12:00:00 AM,J. S. Lee Associates,New York,Raw Material,Spend Amount $,11760,850.523689497
10/7/2018 12:00:00 AM,J. S. Lee Associates,New York,Wages,Spend Amount $,11761,482.137457045
10/7/2018 12:00:00 AM,K International,Texas,Raw Material,Spend Amount $,11762,7971.532710147
10/7/2018 12:00:00 AM,Livermore Laboratories (LSLI),New York,Licenses,Spend Amount $,11763,707.702098459
10/7/2018 12:00:00 AM,MATRIX,Minnesota,Gas,Spend Amount $,11764,60.211100839
10/7/2018 12:00:00 AM,Ra Co Amo,New York,Electricity,Spend Amount $,11765,82.383354784
10/7/2018 12:00:00 AM,Ready-to-Run,Minnesota,Cars,Spend Amount $,11766,10.077711707
10/7/2018 12:00:00 AM,Ready-to-Run,Minnesota,People Expenses,Spend Amount $,11767,602.670499459
10/7/2018 12:00:00 AM,Satronix,Nevada,Administration,Spend Amount $,11768,1106.505298560
10/7/2018 12:00:00 AM,Satronix,Nevada,Consulting,Spend Amount $,11769,1449.054183561
10/7/2018 12:00:00 AM,Satronix,Nevada,Marketing,Spend Amount $,11770,515.860475604
10/7/2018 12:00:00 AM,Satronix,Nevada,People Expenses,Spend Amount $,11771,668.124020806
10/7/2018 12:00:00 AM,Satronix,Nevada,Wages,Spend Amount $,11772,1108.2
10/7/2018 12:00:00 AM,Vanstar,New York,Gas,Spend Amount $,11773,18.974183007
10/7/2018 12:00:00 AM,Vanstar,New York,Licenses,Spend Amount $,11774,213.062660382
10/7/2018 12:00:00 AM,Vanstar,New York,Marketing,Spend Amount $,11775,237.393993731
10/7/2018 12:00:00 AM,Vanstar,New York,People Expenses,Spend Amount $,11776,155.861274598
10/7/2018 12:00:00 AM,Vanstar,New York,Raw Material,Spend Amount $,11777,1262.526997404
10/7/2018 12:00:00 AM,Vanstar,New York,Wages,Spend Amount $,11778,833.730581930
10/7/2018 12:00:00 AM,Venred,Texas,Marketing,Spend Amount $,11779,71.204449075
10/8/2018 12:00:00 AM,Aaron D. Meyer & Associates,Alabama,Licenses,Spend Amount $,11780,41753.240866570
10/8/2018 12:00:00 AM,Aaron D. Meyer & Associates,Alabama,Marketing,Spend Amount $,11781,4245.557860916
10/8/2018 12:00:00 AM,Aaron D. Meyer & Associates,Alabama,Outsourcing,Spend Amount $,11782,11167.063138995
10/8/2018 12:00:00 AM,Aaron D. Meyer & Associates,Alabama,People Expenses,Spend Amount $,11783,50416.367669378
10/8/2018 12:00:00 AM,Aaron D. Meyer & Associates,Alabama,Wages,Spend Amount $,11784,49372.317897660
10/8/2018 12:00:00 AM,Bizmarts,Alabama,Marketing,Spend Amount $,11785,12.817684485
10/8/2018 12:00:00 AM,C & C Design,Alabama,Electricity,Spend Amount $,11786,11.059989067
10/8/2018 12:00:00 AM,Dayton Malleable Inc.,Kansas,People Expenses,Spend Amount $,11787,66.252253189
10/8/2018 12:00:00 AM,Ethyl Corporation,Texas,Gas,Spend Amount $,11788,272.688558878
10/8/2018 12:00:00 AM,Hetrick Systems,Kansas,Consulting,Spend Amount $,11789,439.700976874
10/8/2018 12:00:00 AM,Hetrick Systems,Kansas,Electricity,Spend Amount $,11790,623.097718339
10/8/2018 12:00:00 AM,Hetrick Systems,Kansas,Gas,Spend Amount $,11791,1068.75
10/8/2018 12:00:00 AM,Hetrick Systems,Kansas,Licenses,Spend Amount $,11792,2483.124770665
10/8/2018 12:00:00 AM,Hetrick Systems,Kansas,Marketing,Spend Amount $,11793,1220.108594051
10/8/2018 12:00:00 AM,Hetrick Systems,Kansas,People Expenses,Spend Amount $,11794,6053.180101431
10/8/2018 12:00:00 AM,Hetrick Systems,Kansas,Raw Material,Spend Amount $,11795,4018.677317183
10/8/2018 12:00:00 AM,Hetrick Systems,Kansas,Wages,Spend Amount $,11796,5727.919687182
10/8/2018 12:00:00 AM,Homebound,Texas,Cars,Spend Amount $,11797,222.701298701
10/8/2018 12:00:00 AM,Icon,Texas,People Expenses,Spend Amount $,11798,20.372075220
10/8/2018 12:00:00 AM,Karsing,Texas,Administration,Spend Amount $,11799,770.000650369
10/8/2018 12:00:00 AM,Karsing,Texas,Cars,Spend Amount $,11800,5
10/8/2018 12:00:00 AM,Karsing,Texas,Electricity,Spend Amount $,11801,2275.006421074
10/8/2018 12:00:00 AM,Karsing,Texas,Marketing,Spend Amount $,11802,9148.504928305
10/8/2018 12:00:00 AM,Karsing,Texas,Raw Material,Spend Amount $,11803,743.243243243
10/8/2018 12:00:00 AM,Karsing,Texas,Wages,Spend Amount $,11804,22.570013800
10/8/2018 12:00:00 AM,MATRIX,Minnesota,Administration,Spend Amount $,11805,2253.973826750
10/8/2018 12:00:00 AM,MATRIX,Minnesota,Buy- Products,Spend Amount $,11806,6357.720749288
10/8/2018 12:00:00 AM,MATRIX,Minnesota,Cars,Spend Amount $,11807,15.394736842
10/8/2018 12:00:00 AM,MATRIX,Minnesota,Consulting,Spend Amount $,11808,540.490570866
10/8/2018 12:00:00 AM,MATRIX,Minnesota,Gas,Spend Amount $,11809,1168.923264522
10/8/2018 12:00:00 AM,MATRIX,Minnesota,Licenses,Spend Amount $,11810,1390.317735822
10/8/2018 12:00:00 AM,MATRIX,Minnesota,Marketing,Spend Amount $,11811,2206.181151774
10/8/2018 12:00:00 AM,MATRIX,Minnesota,Outsourcing,Spend Amount $,11812,856.057832668
10/8/2018 12:00:00 AM,MATRIX,Minnesota,People Expenses,Spend Amount $,11813,855.253097691
10/8/2018 12:00:00 AM,MATRIX,Minnesota,Wages,Spend Amount $,11814,2329.041944214
10/8/2018 12:00:00 AM,Pacific Matics,New York,Gas,Spend Amount $,11815,222.159439754
10/8/2018 12:00:00 AM,Pacific Matics,New York,Licenses,Spend Amount $,11816,454.915422068
10/8/2018 12:00:00 AM,Pacific Matics,New York,Marketing,Spend Amount $,11817,983.253382378
10/8/2018 12:00:00 AM,Pacific Matics,New York,People Expenses,Spend Amount $,11818,1121.978108885
10/8/2018 12:00:00 AM,Pacific Matics,New York,Raw Material,Spend Amount $,11819,215.802003804
10/8/2018 12:00:00 AM,Pacific Matics,New York,Wages,Spend Amount $,11820,162.915463040
10/8/2018 12:00:00 AM,Patient,Texas,Licenses,Spend Amount $,11821,10463.04
10/8/2018 12:00:00 AM,Patient,Texas,People Expenses,Spend Amount $,11822,21246.411607886
10/8/2018 12:00:00 AM,Qwest,Minnesota,People Expenses,Spend Amount $,11823,923.705196249
10/8/2018 12:00:00 AM,Ra Co Amo,New York,Electricity,Spend Amount $,11824,92.167791368
10/8/2018 12:00:00 AM,RC,Nevada,Administration,Spend Amount $,11825,4955.194233218
10/8/2018 12:00:00 AM,Satronix,Nevada,Electricity,Spend Amount $,11826,1317.260202902
10/8/2018 12:00:00 AM,Satronix,Nevada,Wages,Spend Amount $,11827,811.287533164
10/8/2018 12:00:00 AM,Sifton Properties Limited,Minnesota,Electricity,Spend Amount $,11828,10560.544527690
10/8/2018 12:00:00 AM,Sifton Properties Limited,Minnesota,Gas,Spend Amount $,11829,19796.469242916
10/8/2018 12:00:00 AM,Sifton Properties Limited,Minnesota,Infrastructure,Spend Amount $,11830,3937.915155338
10/8/2018 12:00:00 AM,Sifton Properties Limited,Minnesota,Marketing,Spend Amount $,11831,20730.577952115
10/8/2018 12:00:00 AM,Sifton Properties Limited,Minnesota,Wages,Spend Amount $,11832,44162.702639769
10/8/2018 12:00:00 AM,SignatureFactory,Minnesota,Licenses,Spend Amount $,11833,18864.910602949
10/8/2018 12:00:00 AM,SignatureFactory,Minnesota,Marketing,Spend Amount $,11834,14361.359863559
10/8/2018 12:00:00 AM,Team ASA,New York,Licenses,Spend Amount $,11835,1269.053007592
10/8/2018 12:00:00 AM,Team ASA,New York,Logistics,Spend Amount $,11836,2382.620689655
10/8/2018 12:00:00 AM,Team ASA,New York,Marketing,Spend Amount $,11837,3572.482758621
10/8/2018 12:00:00 AM,Team ASA,New York,Outsourcing,Spend Amount $,11838,1048.411289499
10/8/2018 12:00:00 AM,Time Warner,New York,Wages,Spend Amount $,11839,10.622370619
10/8/2018 12:00:00 AM,Unison Management Concepts,New York,Gas,Spend Amount $,11840,600.327141077
10/8/2018 12:00:00 AM,Unison Management Concepts,New York,Wages,Spend Amount $,11841,265.166650915
10/8/2018 12:00:00 AM,United States (USIT),New York,Buy- Products,Spend Amount $,11842,466.711814051
10/8/2018 12:00:00 AM,Valley Solutions,New York,Wages,Spend Amount $,11843,799.831836735
10/8/2018 12:00:00 AM,Vanstar,New York,Administration,Spend Amount $,11844,990.686299607
10/8/2018 12:00:00 AM,Vanstar,New York,Buy- Products,Spend Amount $,11845,2366.285761243
10/8/2018 12:00:00 AM,Vanstar,New York,Cars,Spend Amount $,11846,500.996743682
10/8/2018 12:00:00 AM,Vanstar,New York,Consulting,Spend Amount $,11847,401.473128228
10/8/2018 12:00:00 AM,Vanstar,New York,Electricity,Spend Amount $,11848,219.879510992
10/8/2018 12:00:00 AM,Vanstar,New York,Gas,Spend Amount $,11849,1207.742428780
10/8/2018 12:00:00 AM,Vanstar,New York,Infrastructure,Spend Amount $,11850,550.534945338
10/8/2018 12:00:00 AM,Vanstar,New York,Licenses,Spend Amount $,11851,149.284320809
10/8/2018 12:00:00 AM,Vanstar,New York,Marketing,Spend Amount $,11852,656.322479204
10/8/2018 12:00:00 AM,Vanstar,New York,Outsourcing,Spend Amount $,11853,176.558526624
10/8/2018 12:00:00 AM,Vanstar,New York,People Expenses,Spend Amount $,11854,1175.381531658
10/8/2018 12:00:00 AM,Vanstar,New York,Raw Material,Spend Amount $,11855,1005.146076942
